"3";"Laparoscopic gastric banding and Roux-en-Y gastric bypass are widely used for the treatment of morbid obesity. The impact of these two procedures on health-related quality of life has not been analyzed in comparative studies. A matched-pair analysis of a prospectively collected database was performed. Fifty-two consecutive patients with laparoscopic gastric bypass were randomly matched to fifty-two patients with laparoscopic gastric banding according to age, BMI, and gender. Quality of life was assessed using two standardized questionnaires (SF 36 and Moorehead-Ardelt II). Mean preoperative BMI was 45.7 kg/m(2) for the bypass patients and 45.3 kg/m(2) for the banding patients. Mean BMI after 3 years follow-up of was 30.4 kg/m(2) and 33.1 kg/m(2) (p=0.036). In the SF 36 questionnaire, gastric bypass patients yielded a mean total score of 613 versus 607 points in the gastric banding group (p=0.543), which is comparable to the normal population in Europe. In the Moorhead-Ardelt II questionnaire, the gastric bypass patients scored a mean total of 1.35 points and the gastric banding patients 1.28 points (p=0.747). Of the patients, 97% with a gastric bypass and 83% with a gastric banding were satisfied with the result of the operation (p=0.145). The patients after laparoscopic gastric bypass and laparoscopic gastric banding have a high level of satisfaction 3 years after the operation and have similar quality of life scores compared to the normal population. Quality of life indexes were not different between the two procedures and were independent of weight loss in successfully operated patients."
"3";"To determine the long-term efficacy and safety of a low-pressure adjustable gastric band in the treatment for morbid obesity and to detect whether age, gender, or preoperative body mass index (BMI) has an impact on the outcome. It is well known that low-pressure adjustable gastric bands such as the Swedish adjustable gastric bands (SAGB) lead to weight loss. However, very few long-term studies have been published and questions remain regarding long-term efficacy and safety, and whether any of the patient's demographic parameters including age, gender, or initial BMI impact the long-term outcome. Six hundred consecutive patients who had a SAGB inserted between August 1996 and October 2005 were evaluated with regard to their initial BMI, age, and sex. There were 488 females and 112 males, with mean age 45.3 +/- 9.1, mean BMI 42.9 +/- 7.2 kg/m2, and mean weight 119.6 +/- 23.9 kg. Overall morbidity was 25.7% (10.4% perioperative, whereas 15.3% on long term). The following data represents 2, 3, 5, and 7 years of follow-up respectively. Mean BMI decreased to 30.9, 30.5, 32.7, and 31.2 kg/m2, whereas mean percentage excess weight loss (%EWL) was 60.5%, 61.5%, 53.2%, and 61.2%. Patients with BMI (<40 kg/m2) lost 63.7%, 61.2%, 45.5%, and 66.1% of their excess weight, whereas patients with BMI (40-49.9 kg/m2) lost 60.1%, 61.3%, 59.4%, and 66.6%, patients with BMI (50-50.9 kg/m2) lost 57.5%, 67.5%, 49.3%, and 40.2%, and patients with BMI (>60 kg/m2) lost 42.2%, 46.3%, 38.7%, and 40.2%. Female patients %EWL were 62.2%, 62.1%, 55.1%, and 62.3%, whereas male %EWL were 54.1%, 59.1%, 42.1%, and 51.3%. Patients <40 years %EWL were 61.8%, 62.5%, 57.1%, and 86.2%, whereas >40 years %EWL were 60.1%, 61.2%, 52.4%, and 60.1%. The SAGB is effective in achieving long-term sustainable weight loss with an acceptably low complication rate. Bands are effective regardless of patients' age and gender. Furthermore, preoperative BMI up to 60 kg/m2 does not influence the outcome."
"3";"The aim of this study was to define a standardized technique for laparoscopic sleeve gastrectomy in the morbidly obese patient. There are several surgical options for the morbidy obese patient. In general, there are the restrictive procedures [e.g., laparoscopic adjustable gastric banding (LAGB)] and the malabsorptive procedures [e.g. laparoscopic Roux-en-Y gastric bypass (LRYGBP)]. Those techniques are already standardized. The laparoscopic sleeve gastrectomy (LSG) seems to have some advantages over both procedures, but it is not standardized yet, and so there can be no comparison between the different techniques. In our center we have standardized the LSG technique with respect to abdominal access and narrowness of the gastric sleeve. After dissection of the greater omentum and the short gastric vessels, the greater curvature is resected along a 34-Fr gastric tube using the Endo-GIA. The remaining gastric sleeve has a volume of about 100 ml. The standardized LSG procedure is presented step by step. A comparison of operative data and early outcome with a matched group of patients with adjustable gastric banding showed no difference between the two techniques with respect to operating time, surgical complications, and weight loss 6 months after surgery. With our standardized LSG technique it is possible to evaluate the positive aspects of the LSG compared with other standardized bariatric procedures like LAGB or LRYGBP."
"3";"We evaluated the efficacy of malabsorptive bariatric surgery on daily blood glucose fluctuations and oxidative stress in type 2 diabetic obese patients. The 48-h continuous subcutaneous glucose monitoring was assessed in type 2 diabetic patients before and 1 month after biliopancreatic diversion (BPD) (n = 36), or after diet-induced equivalent weight loss (n = 20). The mean amplitude of glycemic excursions and oxidative stress (nitrotyrosine) were evaluated during continuous subcutaneous glucose monitoring. During a standardized meal, glucagon-like peptide (GLP)-1, glucagon, and insulin were measured. Fasting and postprandial glucose decreased equally in surgical and diet groups. A marked increase in GLP-1 occurred during the interprandial period in surgical patients toward the diet group (P < 0.01). Glucagon was more suppressed during the interprandial period in surgical patients compared with the diet group (P < 0.01). Mean amplitude of glycemic excursions and nitrotyrosine levels decreased more after BPD than after diet (P < 0.01). Oxidative stress reduction after biliopancreatic diversion seems to be related to the regulation of glucose fluctuations resulting from intestinal bypass."
"3";"Duodenal localization of Crohn's disease is rare, accounting for only 0.5-4% of all cases. Most common complaints are gastric outlet obstruction and weight loss. Histologic findings of endoscopic biopsy are frequently not definitive, making differentiation from other, benign structures complicated. There are also no standard guidelines regarding indications for surgical management. We reviewed the cases of three surgically managed patients with duodenal Crohn's disease at the 1st Department of Surgery, Semmelweis University of Medicine, Budapest, during a 5-year period (2002-2007). All three patients had persistent symptoms of stomach emptying disorder despite medical therapy and had severe weight loss (13-30 kg). In two cases resection of the stenotic duodenum was performed successfully using Billroth II method. Gastro-jejunal bypass was performed in one case, where the descendent duodenum was inflamed. All patients have been asymptomatic since surgery (9-45 months of follow-up) and recovered their earlier bodyweight. The postoperative period was uneventful. There is indication of surgery in cases of stenosing duodenal Crohn's disease, when medical therapy is not successful, but long-standing malnutrition should be treated preoperatively. We found perioperative morbidity to be similar in patients with duodenal Crohn's and in those with Crohn's disease of other intestinal locations."
"3";"Several studies have suggested that morbid obesity is associated with vitamin D deficiency and elevated parathyroid hormone (PTH). Studies have also suggested that there is an increase in vitamin D deficiency, bone resorption, and elevated PTH after gastric bypass surgery. Few studies have evaluated markers of bone and calcium metabolism after laparoscopic adjustable gastric banding or compared these results to those after gastric bypass. Data on all patients undergoing primary gastric bypass (GBP; n = 979) and laparoscopic adjustable gastric banding (LAGB; n = 269) procedures at a tertiary-referral center from June 1996 through March 2005 were reviewed from a prospective database. Only patients with 25OH vitamin D levels available were included in this study (n = 534; GBP = 403, LAGB = 131). All patients were advised to take at least 1,200 mg calcium and 800-1,200 IU of vitamin D daily before and subsequent to their operation. Markers for bone metabolism [25OH Vitamin D, corrected serum calcium, alkaline phosphatase (AP), and PTH] were evaluated preoperatively and 3, 6, 12, and 24 months postoperatively. An analysis of variance and chi-square were performed to determine differences between the operative groups. Linear regression analysis was performed to evaluate the relationship between preoperative body mass index (BMI) and 25OH vitamin D and PTH levels and between percent excess weight loss and 25OH vitamin D and PTH after surgery. Sixty-four percent of all patients presented with vitamin D deficiency (<20 ng/ml) and 14% presented with elevated PTH preoperatively. Mean 25OH vitamin D levels and AP levels increased significantly after GBP surgery (vitamin D, 17 to 25 ng/ml 12 months post-op; AP, 80 to 90 IU/L 24 months post-op). Corrected calcium levels remained within normal limits and showed no change over time after both procedures. AP levels significantly increased from 76 IU/l preoperatively to 82 IU/l 6 months after LAGB surgery and then decreased to 59 IU/l 24 months after LAGB surgery. Linear regression analysis of preoperative vitamin D, PTH, and BMI values showed a significant positive relationship between initial BMI and PTH (r = 0.29) and a significant negative relationship between vitamin D and initial BMI (r = -0.19). A significant positive linear relationship between vitamin D and percent excess weight loss was evident 12 and 24 months after GBP surgery (r = 0.39 and 0.57, respectively). A negative relationship was evident between PTH and vitamin D 6 months after GBP surgery (r = -0.35) and 12 months after LAGB surgery (r = -0.61). These findings suggest that morbid obesity is associated with vitamin D deficiency, and elevated PTH and with adequate supplementation, GBP, and particularly LAGB, patients can improve their bone metabolism abnormalities related to obesity. Furthermore, adequate supplementation for GBP patients may attenuate the increased risk for bone loss associated with malabsorption from the bypass."
"3";"Morbidly obese patients undergoing gastric bypass surgery are at risk for postoperative venous thromboembolism. Evidence-based recommendations regarding the dosing and duration of thromboprophylaxis are lacking for morbidly obese surgical patients. The aims of this study were to evaluate the safety and efficacy of an extended duration, body mass index (BMI)-stratified enoxaparin thromboprophylaxis regimen in patients undergoing Roux-en-Y gastric bypass and to determine the resultant antifactor Xa (AFXa) activity in morbidly obese surgical patients. In this prospective open trial, 223 patients (75% female, mean BMI 50.4 kg/m2) undergoing Roux-en-Y gastric bypass were assigned to receive enoxaparin 40 mg (BMI <or=50 kg/m2), n = 124) or 60 mg (BMI >50 kg/m2), n = 99) every 12 hours during hospitalization and once daily for 10 days after discharge. The AFXa levels were monitored serially, and dose adjustments were made for results outside the target prophylactic range (.2-.4 IU/mL +/- 10%) after the third dose. The safety and efficacy outcomes were major bleeding and venous thromboembolism. Roux-en-Y gastric bypass was performed laparoscopically in 208 subjects (93%). The duration of surgery averaged 99.5 +/- 31 minutes, and the median length of hospitalization was 3 days. Target prophylactic AFXa concentration was achieved by 74% of patients after the third enoxaparin dose; none reached the full anticoagulation concentration. One patient developed nonfatal venous thromboembolism (.45%). Four patients required transfusion (1.79%). Bleeding was not associated with a high AFXa concentration. This BMI-stratified, extended enoxaparin dosing regimen provided well-tolerated, effective prophylaxis against venous thromboembolism in patients undergoing gastric bypass surgery."
"3";"Gynecomastia is a potential side effect of hormone therapy for prostate cancer. In large, randomized, placebo controlled studies approximately 50% or more of patients with prostate cancer experienced gynecomastia attributable to various mechanisms. Although it is mostly reported as mild to moderate, gynecomastia is one of the reasons most frequently cited for premature discontinuation of such treatment. Prophylactic radiotherapy and prophylactic tamoxifen have been shown to decrease the incidence of hormone-induced gynecomastia; nevertheless, there are still cases of refractory gynecomastia, and in these plastic surgery is needed for correction. Gynecomastia is a benign enlargement of the male breast, requiring no treatment unless it is a source of embarrassment and/or distress for the adolescent or man affected. The indications for surgical treatment of gynecomastia are founded on two main objectives: restoration of the male chest shape and diagnostic evaluation of suspected breast lesions. The authors believe that the complete circumareolar technique with no further scarring creates the best aesthetic results with fewer complications. When this is used in combination with liposuction very pleasing aesthetic results can be achieved."
"2";"Adiposity has been inversely associated with vitamin D concentration across a range of body mass index values and cultural groups. As obesity has increased markedly worldwide, a greater number of patients with severe obesity have been treated with gastric restrictive and/or malabsorptive surgical procedures. The purpose of this review was to describe current knowledge about vitamin D and severe obesity, and the impact of obesity surgery on vitamin D status. A systematic review was conducted with search terms obesity, vitamin D, osteoporosis, bone disease, gastric bypass, and obesity surgery in various combinations. Publications were limited to those since 2000 to control for similarity in vitamin D assays and obesity prevalence levels. Mean 25-hydroxy vitamin D was <80 nmol/l in more than 1,900 patients preoperatively, and was not restored to the optimal concentration of >80 nmol/l postoperatively. Both secondary hyperparathyroidism and bone loss were common, particularly when the obesity surgery included a malabsorptive component. Standard postsurgical supplementation with vitamin D and calcium have not been adequate to suppress secondary hyperparathyroidism or to restore 25-hydroxy vitamin D status. The mechanisms behind vitamin D deficiency in severe obesity and evidence-based corrective actions have not been well-defined. Of particular concern are adolescents who qualify for and elect surgical treatment of their obesity, where subsequent metabolic bone disease may be long-standing."
"3";"An underlying major aim of bariatric surgery is weight loss and its long-term maintenance. In spite of this, most studies regarding weight loss after surgical treatment of morbid obesity show 3-year follow-up results. We evaluated the effectiveness of silastic ring Roux-en-Y gastric bypass (SR-RYGBP) in promoting significant weight loss after an 8-year follow-up at the Londrina State University Hospital. From May 1999 to December 2000, 211 morbidly obese patients were submitted to SR-RYGBP by the same surgical team. The study's design was longitudinal, prospective, and descriptive. The analysis of postoperative weight decrease was based on excess weight loss in percentage (%EWL) and the calculation of body mass index. Therapeutic failure was considered when patients lost <50% of excess weight. Patients lost to follow-up were 36.5%; therefore, 134 patients were included in this study. The average global EWL was 67.6 ± 14.9% on the first postoperative year, 72.6 ± 14.9% on the second year, 69.7 ± 15.1% on the fifth postoperative year, and 66.8 ± 7.6% on the eight postoperative year. Surgical treatment failure occurred in 15 patients (7.1%) over 8 years. SR-RYGBP was effective in promoting and maintaining weight loss in the long term with a low failure rate."
"3";"Atelectasis occurs regularly after induction of general anesthesia, persists postoperatively, and may contribute to significant postoperative morbidity and additional health care costs. Laparoscopic surgery has been reported to be associated with an increased incidence of postoperative atelectasis. It has been shown that during general anesthesia, obese patients have a greater risk of atelectasis than nonobese patients. Preventing atelectasis is important for all patients but is especially important when caring for obese patients. We randomly allocated 66 adult obese patients with a body mass index between 30 and 50 kg/m(2) scheduled to undergo laparoscopic bariatric surgery into 3 groups. According to the recruitment maneuver used, the zero end-expiratory pressure (ZEEP) group (n = 22) received the vital capacity maneuver (VCM) maintained for 7-8 s applied immediately after intubation plus ZEEP; the positive end-expiratory pressure (PEEP) 5 group (n = 22) received the VCM maintained for 7-8 s applied immediately after intubation plus 5 cm H(2)O of PEEP; and the PEEP 10 group (n = 22) received the VCM maintained for 7-8 s applied immediately after intubation plus 10 cm H(2)O of PEEP. All other variables (e.g., anesthetic and surgical techniques) were the same for all patients. Heart rate, noninvasive mean arterial blood pressure, arterial oxygen saturation, and alveolar-arterial Pao(2) gradient (A-a Pao(2)) were measured intraoperatively and postoperatively in the postanesthesia care unit (PACU). Length of stay in the PACU and the use of a nonrebreathing O(2) mask (100% Fio(2)) or reintubation were also recorded. A computed tomographic scan of the chest was performed preoperatively and postoperatively after discharge from the PACU to evaluate lung atelectasis. Patients in the PEEP 10 group had better oxygenation both intraoperatively and postoperatively in the PACU, lower atelectasis score on chest computed tomographic scan, and less postoperative pulmonary complications than the ZEEP and PEEP 5 groups. There was no evidence of barotrauma in any patient in the 3 study groups. Intraoperative alveolar recruitment with a VCM followed by PEEP 10 cm H(2)O is effective at preventing lung atelectasis and is associated with better oxygenation, shorter PACU stay, and fewer pulmonary complications in the postoperative period in obese patients undergoing laparoscopic bariatric surgery."
"3";"The rapid growth of obesity rates has affected the practice of specialized nutrition support in various ways. One area that deserves special consideration is the impact that bariatric surgery, in particular complications resulting from bariatric surgery, has made on nutrition support practice. A descriptive survey was designed to evaluate this impact and to assess the various approaches to nutrition assessment and interventions in the postoperative bariatric surgery patient. A web-based survey consisting of 17 questions was administered in April 2006 to American Society for Parenteral and Enteral Nutrition (A.S.P.E.N.) members with available e-mail addresses. Participants were queried about professional background, primary practice setting, and various issues related to their involvement in the care of bariatric surgery patients. There were 467 responses returned out of 3400 surveys delivered (14% response rate). Sixty percent of responders estimated they were consulted to see 1-10 patients requiring specialized nutrition support over the previous year as a result of complications of bariatric surgery. The most common indications for specialized nutrition support in these patients were anastomotic leak/fistula (49%) and chronic nausea/vomiting (27%). When estimating calorie goals, 62% used an adjusted body weight, 15% used ideal body weight, and 14% used actual weight. When estimating protein goals, 56% used an adjusted body weight, 29% used ideal body weight, and 8% used actual weight. These observations provide impetus for guideline development and highlight the priority for further research regarding the best practices to ensure that postoperative bariatric surgery patients receive safe and appropriate nutrition support."
"3";"We reported a case of unresectable gastric cancer presenting pylorus stenosis treated orally by S-1 therapy in a 72-year-old man who underwent gastrojejunostomy. He was admitted to our hospital complaining of appetite loss and body weight loss. Detailed examination showed gastric cancer with pylorus stenosis. After insertion of the naso-gastric tube with washing, a laparotomy was done. The operative findings revealed sT3, sN2, sP1, sH0 and sM1 (metastases of No. 14a lymph nodes invading the super mesenteric artery and pancreas) as an unresectable case with stage IV. Gastrojejunostomy and Braun anastomosis were made through the antecolic route. After the operation, intake therapy of S-1 was started (80-100 mg/body/dayx28 days). After 2 courses of the therapy, gastrointestinal fiber showed clinically a partial response of the main tumor. After 3 courses of this treatment, the tumor presented multiple liver metastases as a clinically progressive disease state. Paclitaxel therapy was conducted at a dose of 80 mg/body/weekx3 timesx2 courses. The patient had no effective benefits from the treatment and died of the cancer. He had survived 9 months, and the intervals of the intake and home stay were 7.5 months and five months, respectively, after the operation with no side effect of the chemotherapy. Survival was no longer than for patients only operated without S-1 therapy."
"3";"Gynaecomastia can be classified on the basis of the main characterising factors, i.e. pathogenesis, histopathology and morphology. The morphological classifications of gynaecomastia currently made often use subjective parameters and qualifying adjectives. In this paper the authors propose a scheme for morphological classification of gynaecomastia which can serve as a guide for choosing the surgical technique, once the diagnosis of gynaecomastia as a benign pathology has been confirmed by preoperative examinations. A retrospective analysis was made of 121 cases of gynaecomastia operated on in the last 5 years. The extent of the clinical picture, the technique employed, the complications and the need to re-operate were observed and related. On the basis of this review the authors observed that when the nipple-areola complex is above the inframammary fold (grade I and grade II gynaecomastia), complete flattening of the thorax can be achieved by means of suction or ultrasound-assisted lipectomy and skin-sparing adenectomy. When the nipple-areola complex is at the same height as, or at most 1cm below the fold (grade III gynaecomastia), skin-sparing techniques are no longer sufficient to flatten the thorax, and it becomes necessary to remove the redundant skin by means of periareolar removal of epidermis. In cases of marked ptosis, when the nipple-areola complex is more than 1cm below the fold (grade IV gynaecomastia), reduction mastoplasty becomes necessary, with upper repositioning of the nipple-areola complex; in these cases central pedicle techniques make it possible to limit scarring in the periareolar areas. In the preoperative phase this simple classification may help in choosing the most suitable treatment, thus avoiding insufficient or invasive treatments and undesirable scars."
"3";"Bariatric surgery is the most effective treatment option for obesity, and gut hormones are implicated in the reduction of appetite and weight after Roux-en-Y gastric bypass. Although there is increasing interest in the gut hormone changes after gastric bypass, the long-term changes have not been fully elucidated. Thirty-four participants were studied cross-sectionally at four different time points, pre-operatively (n = 17) and 12 (n = 6), 18 (n = 5) and 24 months (n = 6) after laparoscopic Roux-en-Y gastric bypass. Another group of patients (n = 6) were studied prospectively (18-24 months). All participants were given a standard 400 kcal meal after a 12-h fast, and plasma levels of peptide YY (PYY) and glucagon-like peptide-1 (GLP-1) were correlated with changes in appetite over 3 h using visual analogue scores. The post-operative groups at 12, 18 and 24 months had a higher post-prandial PYY response compared to pre-operative (p < 0.05). This finding was confirmed in the prospective study at 18 and 24 months. There was a trend for increasing GLP-1 response at 18 and 24 months, but this did not reach statistical significance (p = 0.189) in the prospective study. Satiety was significantly reduced in the post-operative groups at 12, 18 and 24 months compared to pre-operative levels (p < 0.05). Roux-en-Y gastric bypass causes an enhanced gut hormone response and increased satiety following a meal. This response is sustained over a 24-month period and may partly explain why weight loss is maintained."
